country,variety,title,points,price,iso_alpha,price_grade,points_grade,title_grade
France,Mauzac,4,88.0,17.25,FRA,Cheap,Good,Numerous
France,Melon,219,88.56846473029046,17.21161825726141,FRA,Cheap,Good,Very Numerous
France,Merlot,96,86.60576923076923,24.673076923076923,FRA,Expensive,Not so good,Very Numerous
France,Merlot-Cabernet,1,88.0,12.0,FRA,Very cheap,Good,Not so much
France,Merlot-Cabernet Franc,1,88.0,23.0,FRA,Expensive,Good,Not so much
France,Merlot-Cabernet Sauvignon,7,86.71428571428571,12.714285714285714,FRA,Very cheap,Not so good,Numerous
France,Merlot-Grenache,1,89.0,10.0,FRA,Very cheap,Very Good,Not so much
France,Merlot-Malbec,2,86.5,13.5,FRA,Very cheap,Not so good,Not so much
France,Merlot-Tannat,3,89.33333333333333,18.333333333333332,FRA,Cheap,Very Good,Numerous
France,Mondeuse,10,86.9,21.0,FRA,Cheap,Not so good,Numerous
France,Moscato,2,85.5,7.5,FRA,Very cheap,Not good,Not so much
France,Mourvèdre,5,91.6,41.0,FRA,Very Expensive,Very Good,Numerous
France,Muscadel,1,88.0,30.0,FRA,Expensive,Good,Not so much
France,Muscadelle,4,90.25,37.5,FRA,Very Expensive,Very Good,Numerous
France,Muscat,42,89.53488372093024,30.651162790697676,FRA,Expensive,Very Good,Very Numerous
France,Muscat d'Alexandrie,1,88.0,16.0,FRA,Very cheap,Good,Not so much
France,Negrette,13,87.92857142857143,18.857142857142858,FRA,Cheap,Not so good,Numerous
France,Nielluciu,2,89.0,23.0,FRA,Expensive,Very Good,Not so much
France,Ondenc,1,90.0,15.0,FRA,Very cheap,Very Good,Not so much
France,Petit Courbu,1,88.0,19.0,FRA,Cheap,Good,Not so much
France,Petit Manseng,28,92.0,32.96551724137931,FRA,Very Expensive,Very Good,Very Numerous
France,Petit Verdot,1,92.0,40.0,FRA,Very Expensive,Very Good,Not so much
France,Petite Verdot,1,84.0,25.0,FRA,Expensive,Not good,Not so much
France,Picpoul,8,86.0,13.555555555555555,FRA,Very cheap,Not good,Numerous
France,Pinot Auxerrois,8,87.33333333333333,27.666666666666668,FRA,Expensive,Not so good,Numerous
France,Pinot Blanc,123,87.23188405797102,19.043478260869566,FRA,Cheap,Not so good,Very Numerous
France,Pinot Gris,364,89.83415841584159,33.586633663366335,FRA,Very Expensive,Very Good,Very Numerous
France,Pinot Meunier,2,92.5,82.0,FRA,Very Expensive,Very Good,Not so much
France,Pinot Noir,1352,89.84131326949384,85.04240766073872,FRA,Very Expensive,Very Good,Very Numerous
France,Pinot Noir-Gamay,14,85.6,18.2,FRA,Cheap,Not good,Numerous
France,Poulsard,3,87.33333333333333,26.0,FRA,Expensive,Not so good,Numerous
France,Provence red blend,47,90.11864406779661,29.93220338983051,FRA,Expensive,Very Good,Very Numerous
France,Provence white blend,27,88.0,23.647058823529413,FRA,Expensive,Good,Very Numerous
France,Prunelard,1,91.0,23.0,FRA,Expensive,Very Good,Not so much
France,Red Blend,236,88.20075757575758,22.5,FRA,Cheap,Good,Very Numerous
France,Rhône-style Red Blend,623,88.85882352941177,32.95294117647059,FRA,Very Expensive,Good,Very Numerous
France,Rhône-style White Blend,177,88.35263157894737,38.136842105263156,FRA,Very Expensive,Good,Very Numerous
France,Riesling,577,90.66460587326121,32.41112828438949,FRA,Very Expensive,Very Good,Very Numerous
France,Rolle,4,88.25,22.25,FRA,Cheap,Good,Numerous
France,Romorantin,3,90.66666666666667,23.333333333333332,FRA,Expensive,Very Good,Numerous
France,Rosé,1519,87.29223473621813,19.483106105512743,FRA,Cheap,Not so good,Very Numerous
France,Roussanne,10,89.0909090909091,31.09090909090909,FRA,Expensive,Very Good,Numerous
France,Roussanne-Marsanne,1,91.0,40.0,FRA,Very Expensive,Very Good,Not so much
France,Sacy,1,87.0,19.0,FRA,Cheap,Not so good,Not so much
France,Sauvignon,3,89.0,21.666666666666668,FRA,Cheap,Very Good,Numerous
France,Sauvignon Blanc,748,88.42041312272175,26.643985419198057,FRA,Expensive,Good,Very Numerous
France,Sauvignon Blanc-Chardonnay,2,88.5,18.0,FRA,Cheap,Good,Not so much
France,Sauvignon Blanc-Semillon,1,86.0,12.0,FRA,Very cheap,Not good,Not so much
France,Sauvignon Gris,1,87.0,14.0,FRA,Very cheap,Not so good,Not so much
France,Sauvignon-Sémillon,1,86.0,12.0,FRA,Very cheap,Not good,Not so much
France,Savagnin,13,90.23076923076923,48.15384615384615,FRA,Very Expensive,Very Good,Numerous
France,Sciaccerellu,2,88.66666666666667,37.333333333333336,FRA,Very Expensive,Good,Not so much
France,Semillon-Sauvignon Blanc,1,86.0,15.0,FRA,Very cheap,Not good,Not so much
France,Shiraz,2,87.5,21.0,FRA,Cheap,Not so good,Not so much
France,Sparkling Blend,46,89.33333333333333,27.462962962962962,FRA,Expensive,Very Good,Very Numerous
France,Sylvaner,28,88.33333333333333,21.545454545454547,FRA,Cheap,Good,Very Numerous
France,Syrah,144,89.89308176100629,56.65408805031446,FRA,Very Expensive,Very Good,Very Numerous
France,Syrah-Cabernet,1,86.0,24.0,FRA,Expensive,Not good,Not so much
France,Syrah-Carignan,3,89.0,18.666666666666668,FRA,Cheap,Very Good,Numerous
France,Syrah-Grenache,14,88.78571428571429,17.214285714285715,FRA,Cheap,Good,Numerous
France,Syrah-Merlot,1,86.0,11.0,FRA,Very cheap,Not good,Not so much
France,Syrah-Mourvèdre,2,90.5,20.5,FRA,Cheap,Very Good,Not so much
France,Syrah-Viognier,3,89.5,66.0,FRA,Very Expensive,Very Good,Numerous
France,Sémillon,6,86.83333333333333,15.166666666666666,FRA,Very cheap,Not so good,Numerous
France,Tannat,48,91.58490566037736,35.58490566037736,FRA,Very Expensive,Very Good,Very Numerous
France,Tannat-Cabernet,23,90.33333333333333,20.333333333333332,FRA,Cheap,Very Good,Very Numerous
France,Tannat-Cabernet Franc,12,91.07142857142857,21.714285714285715,FRA,Cheap,Very Good,Numerous
France,Tannat-Merlot,3,88.33333333333333,19.333333333333332,FRA,Cheap,Good,Numerous
France,Tannat-Syrah,3,87.0,10.0,FRA,Very cheap,Not so good,Numerous
France,Tokay Pinot Gris,1,89.0,30.0,FRA,Expensive,Very Good,Not so much
France,Trousseau,5,87.0,33.2,FRA,Very Expensive,Not so good,Numerous
France,Ugni Blanc-Colombard,9,85.77777777777777,10.88888888888889,FRA,Very cheap,Not good,Numerous
France,Vermentino,15,88.0,24.235294117647058,FRA,Expensive,Good,Very Numerous
France,Viognier,57,89.203125,55.625,FRA,Very Expensive,Very Good,Very Numerous
France,Viognier-Chardonnay,1,88.0,17.0,FRA,Cheap,Good,Not so much
France,White Blend,193,87.28708133971291,18.550239234449762,FRA,Cheap,Not so good,Very Numerous
Georgia,Chinuri,2,85.5,23.0,GEO,Expensive,Not good,Not so much
Georgia,Kisi,5,87.33333333333333,20.166666666666668,GEO,Cheap,Not so good,Numerous
Georgia,Mtsvane,3,88.0,17.666666666666668,GEO,Cheap,Good,Numerous
Georgia,Red Blend,3,88.75,18.0,GEO,Cheap,Good,Numerous
Georgia,Rkatsiteli,18,86.95,20.85,GEO,Cheap,Not so good,Very Numerous
Georgia,Rosé,1,86.0,12.0,GEO,Very cheap,Not good,Not so much
Georgia,Saperavi,28,88.59375,20.75,GEO,Cheap,Good,Very Numerous
Georgia,Saperavi-Merlot,2,87.0,17.5,GEO,Cheap,Not so good,Not so much
Georgia,Sparkling Blend,2,85.5,15.0,GEO,Very cheap,Not good,Not so much
Georgia,White Blend,8,87.22222222222223,12.11111111111111,GEO,Very cheap,Not so good,Numerous
Germany,Auxerrois,2,89.0,19.5,DEU,Cheap,Very Good,Not so much
Germany,Chardonnay,4,89.4,27.6,DEU,Expensive,Very Good,Numerous
Germany,Chardonnay Weissburgunder,1,90.0,25.0,DEU,Expensive,Very Good,Not so much
Germany,Chardonnay-Pinot Blanc,1,87.0,25.0,DEU,Expensive,Not so good,Not so much
Germany,Dornfelder,21,85.9090909090909,12.863636363636363,DEU,Very cheap,Not good,Very Numerous
Germany,Elbling,3,87.75,16.0,DEU,Very cheap,Not so good,Numerous
Germany,Früburgunder,1,90.0,40.0,DEU,Very Expensive,Very Good,Not so much
Germany,Gewürztraminer,33,87.94594594594595,16.43243243243243,DEU,Very cheap,Not so good,Very Numerous
Germany,Gewürztraminer-Riesling,1,86.0,25.0,DEU,Expensive,Not good,Not so much
Germany,Grauburgunder,6,88.16666666666667,20.166666666666668,DEU,Cheap,Good,Numerous
Germany,Lemberger,4,87.8,35.0,DEU,Very Expensive,Not so good,Numerous
Germany,Muskateller,4,87.0,26.75,DEU,Expensive,Not so good,Numerous
Germany,Pinot Blanc,19,88.85714285714286,20.238095238095237,DEU,Cheap,Good,Very Numerous
Germany,Pinot Grigio,3,88.0,13.0,DEU,Very cheap,Good,Numerous
Germany,Pinot Gris,11,87.63636363636364,20.0,DEU,Cheap,Not so good,Numerous
Germany,Pinot Noir,53,89.43636363636364,31.381818181818183,DEU,Expensive,Very Good,Very Numerous
Germany,Red Blend,8,86.75,20.125,DEU,Cheap,Not so good,Numerous
Germany,Rieslaner,3,88.75,39.0,DEU,Very Expensive,Good,Numerous
Germany,Riesling,1606,90.08176100628931,44.347627215551746,DEU,Very Expensive,Very Good,Very Numerous
Germany,Rivaner,2,86.5,17.0,DEU,Cheap,Not so good,Not so much
Germany,Rosé,11,89.0,20.90909090909091,DEU,Cheap,Very Good,Numerous
Germany,Scheurebe,8,88.25,20.125,DEU,Cheap,Good,Numerous
Germany,Schwartzriesling,1,90.0,25.0,DEU,Expensive,Very Good,Not so much
Germany,Silvaner,32,88.55555555555556,46.888888888888886,DEU,Very Expensive,Good,Very Numerous
Germany,Silvaner-Traminer,1,86.0,25.0,DEU,Expensive,Not good,Not so much
Germany,Sparkling Blend,5,89.57142857142857,30.428571428571427,DEU,Expensive,Very Good,Numerous
Germany,Spätburgunder,65,90.05714285714286,60.97142857142857,DEU,Very Expensive,Very Good,Very Numerous
Germany,St. Laurent,2,87.33333333333333,37.666666666666664,DEU,Very Expensive,Not so good,Not so much
Germany,Traminer,1,88.0,48.0,DEU,Very Expensive,Good,Not so much
Germany,Trollinger,2,90.5,21.5,DEU,Cheap,Very Good,Not so much
Germany,Weissburgunder,13,89.35714285714286,27.071428571428573,DEU,Expensive,Very Good,Numerous
Germany,White Blend,8,87.66666666666667,16.11111111111111,DEU,Very cheap,Not so good,Numerous
Greece,Agiorgitiko,56,87.03174603174604,23.571428571428573,GRC,Expensive,Not so good,Very Numerous
Greece,Aidani,1,82.0,27.0,GRC,Expensive,Not good,Not so much
Greece,Assyrtico,39,88.04651162790698,23.53488372093023,GRC,Expensive,Good,Very Numerous
Greece,Assyrtiko,15,89.17647058823529,23.235294117647058,GRC,Expensive,Very Good,Very Numerous
Greece,Athiri,1,83.0,18.0,GRC,Cheap,Not good,Not so much
Greece,Cabernet Blend,1,85.0,30.0,GRC,Expensive,Not good,Not so much
Greece,Cabernet Sauvignon,6,86.0,20.833333333333332,GRC,Cheap,Not good,Numerous
Greece,Cabernet Sauvignon Grenache,1,87.0,23.0,GRC,Expensive,Not so good,Not so much
Greece,Cabernet Sauvignon-Merlot,3,88.33333333333333,21.333333333333332,GRC,Cheap,Good,Numerous
Greece,Cabernet Sauvignon-Syrah,1,88.0,19.0,GRC,Cheap,Good,Not so much
Greece,Chardonnay,14,87.53333333333333,25.6,GRC,Expensive,Not so good,Numerous
Greece,Dafni,1,85.0,20.0,GRC,Cheap,Not good,Not so much
Greece,Kotsifali,1,92.0,13.0,GRC,Very cheap,Very Good,Not so much
Greece,Malagousia,9,88.5,20.583333333333332,GRC,Cheap,Good,Numerous
Greece,Malagouzia,4,88.5,20.0,GRC,Cheap,Good,Numerous
Greece,Malagouzia-Chardonnay,1,86.0,8.0,GRC,Very cheap,Not good,Not so much
Greece,Mandilaria,1,90.0,25.0,GRC,Expensive,Very Good,Not so much
Greece,Mavrodaphne,1,88.0,30.0,GRC,Expensive,Good,Not so much
Greece,Mavrokalavryta,1,86.0,15.0,GRC,Very cheap,Not good,Not so much
Greece,Mavrotragano,1,90.0,50.0,GRC,Very Expensive,Very Good,Not so much
Greece,Mavroudi,1,87.0,12.0,GRC,Very cheap,Not so good,Not so much
Greece,Merlot,5,88.16666666666667,39.166666666666664,GRC,Very Expensive,Good,Numerous
Greece,Moschofilero,30,88.17142857142858,15.142857142857142,GRC,Very cheap,Good,Very Numerous
Greece,Moschofilero-Chardonnay,1,85.0,13.0,GRC,Very cheap,Not good,Not so much
Greece,Muscat,4,86.5,21.75,GRC,Cheap,Not so good,Numerous
Greece,Muscat of Alexandria,2,85.0,16.5,GRC,Very cheap,Not good,Not so much
Greece,Plyto,2,87.0,19.5,GRC,Cheap,Not so good,Not so much
Greece,Red Blend,60,87.17460317460318,29.26984126984127,GRC,Expensive,Not so good,Very Numerous
Greece,Robola,4,87.75,23.0,GRC,Expensive,Not so good,Numerous
Greece,Roditis,4,86.5,16.75,GRC,Very cheap,Not so good,Numerous
Greece,Roditis-Moschofilero,1,88.0,11.0,GRC,Very cheap,Good,Not so much
Greece,Rosé,12,87.16666666666667,17.333333333333332,GRC,Cheap,Not so good,Numerous
Greece,Sauvignon Blanc,6,86.33333333333333,25.0,GRC,Expensive,Not so good,Numerous
Greece,Sauvignon Blanc-Assyrtiko,1,92.0,20.0,GRC,Cheap,Very Good,Not so much
Greece,Savatiano,2,88.0,17.5,GRC,Cheap,Good,Not so much
Greece,Sideritis,1,85.0,23.0,GRC,Expensive,Not good,Not so much
Greece,Syrah,5,86.6,21.6,GRC,Cheap,Not so good,Numerous
Greece,Tannat,1,88.0,21.0,GRC,Cheap,Good,Not so much
Greece,Thrapsathiri,1,88.0,25.0,GRC,Expensive,Good,Not so much
Greece,Traminer,2,84.5,17.5,GRC,Cheap,Not good,Not so much
Greece,Vilana,4,86.5,14.5,GRC,Very cheap,Not so good,Numerous
Greece,Viognier,5,86.8,33.0,GRC,Very Expensive,Not so good,Numerous
Greece,White Blend,64,87.04347826086956,19.55072463768116,GRC,Cheap,Not so good,Very Numerous
Greece,Xinomavro,29,86.78125,22.5625,GRC,Cheap,Not so good,Very Numerous
Hungary,Blauburger,1,87.0,17.0,HUN,Cheap,Not so good,Not so much
Hungary,Blauer Portugieser,1,86.0,15.0,HUN,Very cheap,Not good,Not so much
Hungary,Blaufränkisch,1,85.0,12.0,HUN,Very cheap,Not good,Not so much
Hungary,Bordeaux-style Red Blend,6,88.0,45.833333333333336,HUN,Very Expensive,Good,Numerous
Hungary,Cabernet Blend,1,89.0,78.0,HUN,Very Expensive,Very Good,Not so much
Hungary,Cabernet Franc,2,86.5,52.5,HUN,Very Expensive,Not so good,Not so much
Hungary,Chardonnay,1,89.0,25.0,HUN,Expensive,Very Good,Not so much
Hungary,Furmint,42,89.91836734693878,48.244897959183675,HUN,Very Expensive,Very Good,Very Numerous
Hungary,Grüner Veltliner,1,87.0,11.0,HUN,Very cheap,Not so good,Not so much
Hungary,Hárslevelü,2,89.5,28.0,HUN,Expensive,Very Good,Not so much
Hungary,Irsai Oliver,1,87.0,13.0,HUN,Very cheap,Not so good,Not so much
Hungary,Kadarka,2,88.0,24.0,HUN,Expensive,Good,Not so much
Hungary,Kekfrankos,9,87.2,29.5,HUN,Expensive,Not so good,Numerous
Hungary,Merlot,1,89.0,76.0,HUN,Very Expensive,Very Good,Not so much
Hungary,Muscat,2,88.33333333333333,15.333333333333334,HUN,Very cheap,Good,Not so much
Hungary,Muscat Blanc,1,90.0,18.0,HUN,Cheap,Very Good,Not so much
Hungary,Pinot Gris,1,87.0,13.0,HUN,Very cheap,Not so good,Not so much
Hungary,Pinot Noir,1,90.0,25.0,HUN,Expensive,Very Good,Not so much
Hungary,Red Blend,7,87.25,34.875,HUN,Very Expensive,Not so good,Numerous
Hungary,Rosé,3,87.0,18.0,HUN,Cheap,Not so good,Numerous
Hungary,Syrah,2,88.5,25.0,HUN,Expensive,Good,Not so much
Hungary,Tokaji,23,90.65217391304348,59.08695652173913,HUN,Very Expensive,Very Good,Very Numerous
Hungary,White Blend,15,90.55555555555556,27.833333333333332,HUN,Expensive,Very Good,Very Numerous
India,Chenin Blanc,2,89.0,10.666666666666666,IND,Very cheap,Very Good,Not so much
India,Sauvignon Blanc,2,89.5,12.0,IND,Very cheap,Very Good,Not so much
India,Shiraz,4,91.5,16.0,IND,Very cheap,Very Good,Numerous
Israel,Argaman,3,88.33333333333333,40.666666666666664,ISR,Very Expensive,Good,Numerous
Israel,Barbera,3,85.33333333333333,22.0,ISR,Cheap,Not good,Numerous
Israel,Bordeaux-style Red Blend,36,89.5,49.6,ISR,Very Expensive,Very Good,Very Numerous
Israel,Cabernet Blend,1,87.0,65.0,ISR,Very Expensive,Not so good,Not so much
Israel,Cabernet Franc,4,87.0,33.2,ISR,Very Expensive,Not so good,Numerous
Israel,Cabernet Franc-Cabernet Sauvignon,1,90.0,38.0,ISR,Very Expensive,Very Good,Not so much
Israel,Cabernet Merlot,3,89.66666666666667,39.666666666666664,ISR,Very Expensive,Very Good,Numerous
Israel,Cabernet Sauvignon,92,88.9090909090909,33.98989898989899,ISR,Very Expensive,Good,Very Numerous
Israel,Cabernet Sauvignon-Cabernet Franc,1,92.0,45.0,ISR,Very Expensive,Very Good,Not so much
Israel,Cabernet Sauvignon-Merlot,8,88.44444444444444,22.555555555555557,ISR,Cheap,Good,Numerous
Israel,Cabernet Sauvignon-Shiraz,6,88.0,21.666666666666668,ISR,Cheap,Good,Numerous
Israel,Carignan,6,90.33333333333333,44.166666666666664,ISR,Very Expensive,Very Good,Numerous
Israel,Chardonnay,38,87.53846153846153,23.82051282051282,ISR,Expensive,Not so good,Very Numerous
Israel,Chardonnay-Sauvignon,1,89.0,11.0,ISR,Very cheap,Very Good,Not so much
Israel,Chardonnay-Sauvignon Blanc,2,88.0,12.0,ISR,Very cheap,Good,Not so much
Israel,Chenin Blanc,2,88.0,30.0,ISR,Expensive,Good,Not so much
Israel,Fumé Blanc,1,86.0,15.0,ISR,Very cheap,Not good,Not so much
Israel,Gewürztraminer,5,89.2,24.6,ISR,Expensive,Very Good,Numerous
Israel,Marawi,2,87.66666666666667,35.0,ISR,Very Expensive,Not so good,Not so much
Israel,Marselan,3,89.33333333333333,41.333333333333336,ISR,Very Expensive,Very Good,Numerous
Israel,Merlot,34,87.23684210526316,25.026315789473685,ISR,Expensive,Not so good,Very Numerous
Israel,Merlot-Argaman,1,85.0,12.0,ISR,Very cheap,Not good,Not so much
Israel,Moscato,3,88.66666666666667,13.0,ISR,Very cheap,Good,Numerous
Israel,Petit Verdot,2,90.5,52.5,ISR,Very Expensive,Very Good,Not so much
Israel,Petite Sirah,9,89.3,33.2,ISR,Very Expensive,Very Good,Numerous
Israel,Pinot Gris,1,90.0,15.0,ISR,Very cheap,Very Good,Not so much
Israel,Pinot Noir,6,86.42857142857143,18.428571428571427,ISR,Cheap,Not so good,Numerous
Israel,Pinotage,1,88.0,25.0,ISR,Expensive,Good,Not so much
Israel,Red Blend,68,89.44444444444444,39.736111111111114,ISR,Very Expensive,Very Good,Very Numerous
Israel,Rhône-style Red Blend,2,92.0,23.0,ISR,Expensive,Very Good,Not so much
Israel,Rhône-style White Blend,1,85.0,20.0,ISR,Cheap,Not good,Not so much
Israel,Riesling,1,90.0,15.0,ISR,Very cheap,Very Good,Not so much
Israel,Rosé,10,86.9090909090909,19.636363636363637,ISR,Cheap,Not so good,Numerous
Israel,Roussanne-Marsanne,1,88.0,50.0,ISR,Very Expensive,Good,Not so much
Israel,Sangiovese,1,90.0,15.0,ISR,Very cheap,Very Good,Not so much
Israel,Sauvignon Blanc,16,85.88888888888889,16.77777777777778,ISR,Very cheap,Not good,Very Numerous
Israel,Sauvignon Blanc-Semillon,1,86.0,30.0,ISR,Expensive,Not good,Not so much
Israel,Shiraz,25,89.15384615384616,22.692307692307693,ISR,Cheap,Very Good,Very Numerous
Israel,Sparkling Blend,1,86.0,38.0,ISR,Very Expensive,Not good,Not so much
Israel,Syrah,22,89.4090909090909,40.0,ISR,Very Expensive,Very Good,Very Numerous
Israel,Syrah-Merlot,1,88.0,38.0,ISR,Very Expensive,Good,Not so much
Israel,Syrah-Mourvèdre,3,90.25,32.75,ISR,Very Expensive,Very Good,Numerous
Israel,Syrah-Viognier,1,90.0,50.0,ISR,Very Expensive,Very Good,Not so much
Israel,Tempranillo,2,83.0,21.0,ISR,Cheap,Not good,Not so much
Israel,Viognier,4,87.8,18.0,ISR,Cheap,Not so good,Numerous
Israel,White Blend,16,87.23529411764706,22.88235294117647,ISR,Expensive,Not so good,Very Numerous
Israel,White Riesling,1,89.0,26.0,ISR,Expensive,Very Good,Not so much
Italy,Aglianico,257,89.4404332129964,39.25992779783393,ITA,Very Expensive,Very Good,Very Numerous
Italy,Albana,18,89.26315789473684,23.473684210526315,ITA,Expensive,Very Good,Very Numerous
Italy,Albanello,1,86.0,20.0,ITA,Cheap,Not good,Not so much
Italy,Albarossa,1,88.0,40.0,ITA,Very Expensive,Good,Not so much
Italy,Aleatico,4,85.75,39.75,ITA,Very Expensive,Not good,Numerous
Italy,Alicante,5,87.4,23.0,ITA,Expensive,Not so good,Numerous
Italy,Ansonica,2,86.5,26.0,ITA,Expensive,Not so good,Not so much
Italy,Arneis,58,87.13846153846154,20.584615384615386,ITA,Cheap,Not so good,Very Numerous
Italy,Asprinio,1,84.0,15.0,ITA,Very cheap,Not good,Not so much
Italy,Barbera,328,87.83466666666666,25.189333333333334,ITA,Expensive,Not so good,Very Numerous
Italy,Biancale,1,85.0,18.0,ITA,Cheap,Not good,Not so much
Italy,Biancolella,1,85.0,26.0,ITA,Expensive,Not good,Not so much
Italy,Bombino Bianco,1,88.0,30.0,ITA,Expensive,Good,Not so much
Italy,Bombino Nero,1,87.0,11.0,ITA,Very cheap,Not so good,Not so much
Italy,Bordeaux-style Red Blend,2,89.5,56.5,ITA,Very Expensive,Very Good,Not so much
Italy,Bovale,3,89.75,30.0,ITA,Expensive,Very Good,Numerous
Italy,Brachetto,8,84.44444444444444,19.77777777777778,ITA,Cheap,Not good,Numerous
Italy,Cabernet,4,86.4,13.4,ITA,Very cheap,Not so good,Numerous
Italy,Cabernet Blend,3,88.33333333333333,46.666666666666664,ITA,Very Expensive,Good,Numerous
Italy,Cabernet Franc,24,91.375,86.25,ITA,Very Expensive,Very Good,Very Numerous
Italy,Cabernet Sauvignon,107,89.23931623931624,44.24786324786325,ITA,Very Expensive,Very Good,Very Numerous
Italy,Cabernet Sauvignon-Merlot,2,92.0,61.5,ITA,Very Expensive,Very Good,Not so much
Italy,Cabernet Sauvignon-Shiraz,1,86.0,10.0,ITA,Very cheap,Not good,Not so much
Italy,Canaiolo,3,88.33333333333333,40.666666666666664,ITA,Very Expensive,Good,Numerous
Italy,Cannonau,26,87.78571428571429,25.25,ITA,Expensive,Not so good,Very Numerous
Italy,Caprettone,1,92.0,19.0,ITA,Cheap,Very Good,Not so much
Italy,Carignano,12,90.35714285714286,36.785714285714285,ITA,Very Expensive,Very Good,Numerous
Italy,Carmenère,1,90.0,40.0,ITA,Very Expensive,Very Good,Not so much
Italy,Carricante,32,89.88571428571429,40.542857142857144,ITA,Very Expensive,Very Good,Very Numerous
Italy,Casavecchia,3,87.0,46.4,ITA,Very Expensive,Not so good,Numerous
Italy,Catalanesca,1,89.0,19.0,ITA,Cheap,Very Good,Not so much
Italy,Catarratto,23,86.69565217391305,20.869565217391305,ITA,Cheap,Not so good,Very Numerous
Italy,Centesimino,1,92.0,36.0,ITA,Very Expensive,Very Good,Not so much
Italy,Cesanese,1,90.0,20.0,ITA,Cheap,Very Good,Not so much
Italy,Cesanese d'Affile,5,88.125,22.125,ITA,Cheap,Good,Numerous
Italy,Champagne Blend,3,88.0,51.666666666666664,ITA,Very Expensive,Good,Numerous
Italy,Chardonnay,254,88.25367647058823,32.356617647058826,ITA,Very Expensive,Good,Very Numerous
Italy,Ciliegiolo,3,87.66666666666667,30.666666666666668,ITA,Expensive,Not so good,Numerous
Italy,Cococciola,1,86.0,20.0,ITA,Cheap,Not good,Not so much
Italy,Coda di Volpe,13,85.42857142857143,19.642857142857142,ITA,Cheap,Not good,Numerous
Italy,Colorino,1,86.0,40.0,ITA,Very Expensive,Not good,Not so much
Italy,Cortese,57,86.484375,21.796875,ITA,Cheap,Not so good,Very Numerous
Italy,Corvina,19,88.85,43.3,ITA,Very Expensive,Good,Very Numerous
Italy,"Corvina, Rondinella, Molinara",456,88.49596774193549,47.90725806451613,ITA,Very Expensive,Good,Very Numerous
Italy,Dolcetto,108,87.05084745762711,19.991525423728813,ITA,Cheap,Not so good,Very Numerous
Italy,Durella,6,89.66666666666667,32.5,ITA,Very Expensive,Very Good,Numerous
Italy,Erbaluce,2,88.0,28.666666666666668,ITA,Expensive,Good,Not so much
Italy,Falanghina,63,87.16176470588235,20.014705882352942,ITA,Cheap,Not so good,Very Numerous
Italy,Favorita,1,90.0,40.0,ITA,Very Expensive,Very Good,Not so much
Italy,Fiano,110,88.4,28.125,ITA,Expensive,Good,Very Numerous
Italy,Francisa,1,91.0,160.0,ITA,Very Expensive,Very Good,Not so much
Italy,Franconia,1,86.0,16.0,ITA,Very cheap,Not good,Not so much
Italy,Frappato,32,87.60606060606061,23.060606060606062,ITA,Expensive,Not so good,Very Numerous
Italy,Freisa,2,86.5,21.0,ITA,Cheap,Not so good,Not so much
Italy,Friulano,100,88.01785714285714,23.714285714285715,ITA,Expensive,Good,Very Numerous
Italy,Gaglioppo,12,86.64285714285714,21.214285714285715,ITA,Cheap,Not so good,Numerous
Italy,Garganega,200,87.61290322580645,20.62672811059908,ITA,Cheap,Not so good,Very Numerous
Italy,Gewürztraminer,44,88.46666666666667,31.133333333333333,ITA,Expensive,Good,Very Numerous
Italy,Glera,233,88.21343873517786,22.8300395256917,ITA,Cheap,Good,Very Numerous
Italy,Gragnano,2,82.5,16.5,ITA,Very cheap,Not good,Not so much
Italy,Grecanico,6,87.42857142857143,21.142857142857142,ITA,Cheap,Not so good,Numerous
Italy,Grechetto,11,86.9090909090909,16.818181818181817,ITA,Very cheap,Not so good,Numerous
Italy,Greco,94,88.54205607476635,26.037383177570092,ITA,Expensive,Good,Very Numerous
Italy,Greco Bianco,2,86.0,16.5,ITA,Very cheap,Not good,Not so much
Italy,Grenache,1,90.0,230.0,ITA,Very Expensive,Very Good,Not so much
Italy,Grignolino,1,85.0,17.0,ITA,Cheap,Not good,Not so much
Italy,Grillo,93,86.90566037735849,17.67924528301887,ITA,Cheap,Not so good,Very Numerous
Italy,Groppello,1,87.0,23.0,ITA,Expensive,Not so good,Not so much
Italy,Grüner Veltliner,4,88.5,24.0,ITA,Expensive,Good,Numerous
Italy,Incrocio Manzoni,3,88.0,26.333333333333332,ITA,Expensive,Good,Numerous
Italy,Insolia,22,86.65384615384616,16.884615384615383,ITA,Very cheap,Not so good,Very Numerous
Italy,Inzolia,25,85.96296296296296,14.925925925925926,ITA,Very cheap,Not good,Very Numerous
Italy,Kerner,23,88.8,23.28,ITA,Expensive,Good,Very Numerous
Italy,Lagrein,63,88.64788732394366,32.63380281690141,ITA,Very Expensive,Good,Very Numerous
Italy,Lambrusco,23,84.8695652173913,17.17391304347826,ITA,Cheap,Not good,Very Numerous
Italy,Lambrusco Grasparossa,8,86.88888888888889,19.444444444444443,ITA,Cheap,Not so good,Numerous
Italy,Lambrusco Salamino,1,90.0,23.0,ITA,Expensive,Very Good,Not so much
Italy,Lambrusco di Sorbara,14,89.93333333333334,21.4,ITA,Cheap,Very Good,Numerous
Italy,Magliocco,2,90.0,30.0,ITA,Expensive,Very Good,Not so much
Italy,Malbec,2,89.0,30.0,ITA,Expensive,Very Good,Not so much
